"Type","KeyCite Treatment","KeyCite URL","Title","Document URL","Court Line","Filed Date","Citation","Cite Caveat","Parallel Cite","Docket Num","Summary","Search Snippet 1","Search Snippet 2",
"Cases","Yellow KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=Ic804578124af11e1aa95d4e04082c730&rank=0&listSource=Search&list=CASE&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","N.A.A.C.P. v. North Hudson Regional Fire & Rescue","https://www.westlaw.com/Document/Ic804578124af11e1aa95d4e04082c730/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Third Circuit.","December 12, 2011","665 F.3d 464","","2011 WL 6144188","10-3965, 10-3983","LABOR AND EMPLOYMENT - Discrimination. Residency requirement caused a disparate impact on AfricanAmericans which was not justified by any business necessity.","...it would [have been] surpris[ing] if that [difference] was statistically significant. Id. at 118 n. 10 (third alteration in original) (quoting...","",
"Cases","Red KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I0bff07475a1911e085acc3f6d5ffa172&rank=0&listSource=Search&list=CASE&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","In re DVI, Inc. Securities Litigation","https://www.westlaw.com/Document/I0bff07475a1911e085acc3f6d5ffa172/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Third Circuit.","March 29, 2011","639 F.3d 623","","2011 WL 1125926","08-8033, 08-8045","SECURITIES REGULATION - Fraud. Rebuttable presumption of reliance by investors did not apply to alleged deceptive conduct of corporation's attorney.","...which found that on average only about one-third of statistically significant changes in the stock price of publicly traded companies are...","",
"Cases","Red KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=Ice0aa1bc3c5811e5a795ac035416da91&rank=0&listSource=Search&list=CASE&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Veasey v. Abbott","https://www.westlaw.com/Document/Ice0aa1bc3c5811e5a795ac035416da91/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Fifth Circuit.","August 05, 2015","796 F.3d 487","","2015 WL 4645642","14-41127","Background: Several individuals and advocacy groups brought action against state challenging constitutionality and legality of Texas voter identification law. The United States District Court for the Southern District of Texas, Nelva Gonzales Ramos, J., 71 F.Supp.3d 627, invalidated the law. State appealed. Holdings: The Court of Appeals, Haynes,...","...14 ID. Id. According to Dr. Ansolabehere, this disparity is  statistically significant and highly unlikely to have arisen by chance. The block...","",
"Cases","Yellow KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I80ba5e60128611e088699d6fd571daba&rank=0&listSource=Search&list=CASE&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Lands Council v. McNair","https://www.westlaw.com/Document/I80ba5e60128611e088699d6fd571daba/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Ninth Circuit.","December 28, 2010","629 F.3d 1070","","2010 WL 5300804","09-36026","ENVIRONMENTAL LAW - Parks. Forest Service reasonably decided that project to thin old-growth in national forest was unlikely to harm dependent species.","...because there is no documentation of field verification on a statistically significant number of stands. 4 Lands Council also argues that the...","",
"Cases","","","TMJ Implants, Inc. v. Aetna, Inc.","https://www.westlaw.com/Document/Ie2d05324503311dc8200d0063168b01f/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Tenth Circuit.","August 21, 2007","498 F.3d 1175","","2007 WL 2372372","06-1020, 06-1146","TORTS - Defamation. Statements in insurance coverage bulletin calling manufacturer's devices experimental and investigational were not actionable.","...stability, the subjects treated with the TMJ Concepts Prosthesis had statistically significant improved outcomes compared to subjects treated with the Christensen prosthesis...","",
"Cases","Yellow KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=If5831ab0392711dc9b239dfedc9bb45f&rank=0&listSource=Search&list=CASE&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","McCabe v. Ernst & Young, LLP.","https://www.westlaw.com/Document/If5831ab0392711dc9b239dfedc9bb45f/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Third Circuit.","July 23, 2007","494 F.3d 418","","2007 WL 2301916","=""06-1318""","SECURITIES REGULATION - Fraud. Loss causation was not proved in §10(b) case, given lack of proven connection between subject of omission, stock decline.","...the price of Vertex stock did not change by a statistically significant amount, demonstrating investors did not consider the information material. In...","",
"Cases","","","Prometheus Radio Project v. Federal Communications Commission","https://www.westlaw.com/Document/I599401e0231b11e68a49905015f0787e/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Third Circuit.","May 25, 2016","824 F.3d 33","","2016 WL 3003675","15-3863, 15-3864, 15-3865, 15-3866","ENERGY AND UTILITIES - Telecommunications. Delay of 12 years by the FCC in defining eligible entity for purposes of its diversity broadcast ownership order was unreasonable.","...Id. The second, Media Ownership Study 8B, found almost no statistically significant relationship between [minority] ownership and viewpoint diversity. Id. ¶293...","",
"Cases","Yellow KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=Ifb29e6d4533411e590d4edf60ce7d742&rank=0&listSource=Search&list=CASE&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Garcia-Dorantes v. Warren","https://www.westlaw.com/Document/Ifb29e6d4533411e590d4edf60ce7d742/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Sixth Circuit.","September 04, 2015","801 F.3d 584","","2015 WL 5167025","=""13-2439""","Background: State prisoner petitioned for writ of habeas corpus after his convictions and sentences for second-degree murder and assault with intent to do great bodily harm less than murder had been affirmed on appeal, 2003 WL 22416511, and he had been denied post-conviction relief. The United States District Court for the Eastern District of...","...County juries. Bentley found that the underrepresentation of minorities was statistically significant, and shared his findings with county officials. The county subsequently...","",
"Cases","Red KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I51c343909fe411e6bdb7b23a3c66d5b3&rank=0&listSource=Search&list=CASE&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Feldman v. Arizona Secretary of State's Office","https://www.westlaw.com/Document/I51c343909fe411e6bdb7b23a3c66d5b3/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Ninth Circuit.","October 28, 2016","840 F.3d 1057","","2016 WL 6427146","16-16698","GOVERNMENT - Elections. Voters failed to show that Arizona law limiting who may possess another's early ballot violated Voting Rights Act.","...at the polls violated § 2 because it had a statistically significant disparate impact on Latino voters. 677 F.3d at 406...","",
"Cases","","","Fisher v. University of Texas at Austin","https://www.westlaw.com/Document/I52c9ae530cff11e4a795ac035416da91/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Fifth Circuit.","July 15, 2014","758 F.3d 633","","2014 WL 3442449","09-50822","EDUCATION - Admission. State university's race conscious admissions program as complement to Top Ten Percent plan, did not violate equal protection.","...Top Ten Percent and NonTop Ten Percent admittees is statistically significant.  And as the University's president explained in 2000, top 10...","",
"Cases","Red KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I2f8cf245b23211e0bff4854fb99771ed&rank=0&listSource=Search&list=CASE&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Jerry Beeman and Pharmacy Services, Inc. v. Anthem Prescription Management, LLC","https://www.westlaw.com/Document/I2f8cf245b23211e0bff4854fb99771ed/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Ninth Circuit.","July 19, 2011","652 F.3d 1085","","2011 WL 2803561","07-56692, 07-56693","CIVIL RIGHTS - Free Speech. Federal court in exercising diversity jurisdiction was not bound by holdings by California state appellate courts.","...fees, separate from ingredient costs, of all, or of a statistically significant sample, of California pharmacies, for pharmaceutical dispensing services to private...","",
"Cases","","","Blakeney v. Branker","https://www.westlaw.com/Document/I6a2f90c409e011deb6a3a099756c05b7/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Fourth Circuit.","March 05, 2009","314 Fed.Appx. 572","","2009 WL 550873","07-15","CRIMINAL JUSTICE - Habeas Corpus. Petitioner was not entitled to federal habeas relief from state court first-degree murder conviction and death sentence.","...of the jury venire and the general population was not statistically significant, and observing that Blakeney had failed to allege (as required...","",
"Cases","","","National Min. Ass'n v. Secretary, U.S. Dept. of Labor","https://www.westlaw.com/Document/I2bf23880c38c11e590d4edf60ce7d742/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Eleventh Circuit.","January 25, 2016","812 F.3d 843","","2016 WL 285019","14-12163, 14-11942","ENERGY AND UTILITIES - Coal. Variability in coal dust concentration in mine and imperfection in sampling method did not make rule arbitrary or capricious.","...devices were nearly identical, MSHA continues that there was no statistically significant difference between the data sets, and that the bias between...","",
"Cases","","","Public Citizen Health Research Group v. U.S. Dept. of Labor","https://www.westlaw.com/Document/I236f876e020411deb7e683ba170699a5/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Third Circuit.","February 23, 2009","557 F.3d 165","","2009 WL 429220","06-1818, 06-2604","LABOR AND EMPLOYMENT - Occupational Safety. Substantial evidence supported Occupational Safety and Health Administrations finding of technological infeasibility.","...characterized observed and expected lung cancer mortality and reported a statistically significant positive association between lung cancer risk and cumulative Cr(VI...","",
"Cases","Red KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I7f2b4829e39811ddbc7bf97f340af743&rank=0&listSource=Search&list=CASE&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Humphries v. County of Los Angeles","https://www.westlaw.com/Document/I7f2b4829e39811ddbc7bf97f340af743/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Ninth Circuit.","January 15, 2009","554 F.3d 1170","","2009 WL 102101","05-56467","CIVIL RIGHTS - Due Process. Statutory scheme governing state child-abuse database violated due process by not affording fair opportunity for challenge.","...at 24. We acknowledge that this figure is not necessarily statistically significant, and we will not treat it as such; however, it...","",
"Cases","","","Feldman v. Arizona Secretary of State's Office","https://www.westlaw.com/Document/I626d2280a73a11e6b27be1b44e7e7e5b/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Ninth Circuit.","November 04, 2016","843 F.3d 366","","2016 WL 6635921","16-16698","GOVERNMENT - Elections. Injunction pending appeal was warranted in suit challenging newly-enacted Arizona law criminalizing collection of ballots by third parties.","...at the polls violated § 2 because it had a statistically significant disparate impact on Latino voters. 677 F.3d at 406...","",
